Year,Team,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS
2021,Niagara,99.293,106.626,0.306,9.0,20.0,46.6,49.5,34.6,32.5,15.2,20.1,23.3,28.4,65.6,46.4,48.5,31.3,33.9,6.2,9.4,52.7,60.9,37.2,41.4,64.762,75.732,79.087,2.445,6.411,70.8,71.5,0.985,0.993,7.96
2021,Portland St.,93.085,100.023,0.304,6.0,18.0,44.4,50.8,34.6,46.7,20.0,22.7,30.5,23.6,69.7,44.8,49.1,29.2,36.1,8.2,7.9,43.0,53.9,38.9,33.0,69.06,77.575,80.717,2.007,4.817,67.4,69.5,0.938,0.961,9.581
2021,Lafayette,103.514,111.236,0.304,9.0,15.0,50.6,50.9,30.3,33.7,15.0,16.0,23.7,28.5,70.2,48.4,51.4,36.0,33.2,7.9,7.9,60.0,47.9,38.6,30.1,68.617,77.678,80.886,1.879,2.073,80.4,69.0,1.071,1.057,5.085
2021,Marist,93.067,100.02,0.304,12.0,21.0,49.1,45.7,31.5,32.2,21.4,18.0,23.0,25.4,66.8,50.8,45.3,31.0,30.9,12.4,9.0,48.2,54.3,41.2,42.5,66.095,75.895,78.83,1.376,3.065,68.4,69.3,0.939,0.942,4.875
2021,UMass Lowell,98.727,106.202,0.302,11.0,23.0,51.2,48.4,37.2,39.5,21.0,16.3,27.0,26.6,69.3,50.8,48.9,34.6,31.6,10.7,7.6,47.7,42.1,34.9,36.3,69.183,77.492,79.174,1.434,1.446,66.2,71.7,0.989,1.024,10.893
2021,UC San Diego,101.693,109.48,0.3,4.0,14.0,55.0,54.5,20.8,22.4,19.6,18.4,16.7,31.7,69.2,54.6,53.3,37.0,38.0,4.2,9.3,64.2,56.4,49.0,33.6,68.987,76.812,78.751,2.067,0.43,60.7,73.8,0.983,1.097,16.5
2021,UNC Asheville,99.467,107.441,0.292,10.0,20.0,54.6,49.7,30.2,32.3,21.2,19.7,26.8,33.2,69.9,55.2,50.2,35.8,32.4,10.6,11.6,46.4,44.8,39.1,31.0,68.663,76.92,78.765,1.746,10.44,60.6,70.1,1.031,1.023,9.078
2021,UT Arlington,98.395,106.285,0.292,10.0,23.0,46.1,50.0,26.2,29.4,16.1,19.6,26.9,32.3,70.2,41.7,47.5,35.3,36.7,11.4,8.7,49.4,57.7,39.0,33.4,69.301,76.616,79.704,1.524,8.347,72.9,70.8,0.985,1.022,10.727
2021,Western Michigan,95.615,103.314,0.291,4.0,20.0,49.3,50.2,24.2,26.2,21.1,14.3,23.5,29.4,68.0,49.0,51.5,33.2,32.0,5.2,7.5,49.4,42.3,38.0,38.8,66.148,76.347,79.623,1.694,2.3,65.9,72.7,0.928,1.08,15.933
2021,UNC Wilmington,101.755,109.983,0.29,6.0,16.0,48.6,51.6,37.1,31.7,16.1,18.9,26.5,31.5,70.0,47.2,53.9,34.0,30.9,8.4,8.7,45.0,41.6,36.4,30.2,69.598,76.533,78.306,1.817,8.235,77.3,75.7,1.046,1.051,8.592
2021,Charlotte,96.098,103.949,0.288,9.0,24.0,49.2,50.9,37.2,23.4,20.1,18.4,21.6,24.7,64.4,49.3,52.9,32.7,31.8,8.2,10.8,51.5,52.8,34.8,38.6,62.658,77.519,80.003,1.787,23.451,73.7,77.2,0.961,1.01,12.595
2021,Georgia Southern,95.238,103.086,0.287,9.0,22.0,48.0,51.0,29.1,31.4,21.4,22.1,30.4,31.0,67.3,49.1,48.9,30.9,36.2,11.5,9.1,47.6,44.9,41.7,39.3,66.601,76.195,78.416,1.812,4.606,65.7,71.4,0.954,1.011,7.433
2021,Holy Cross,99.989,108.236,0.287,5.0,16.0,50.3,52.6,26.1,35.2,18.3,18.5,26.4,31.5,69.8,48.8,52.1,35.6,35.7,9.7,8.0,44.9,47.5,32.8,33.0,68.693,76.683,78.893,1.334,0.201,69.8,71.4,1.004,1.081,10.955
2021,American,97.777,105.849,0.287,4.0,10.0,52.6,50.2,26.8,38.4,22.3,17.6,24.1,29.9,67.7,49.5,52.9,37.8,29.1,11.4,7.8,51.6,43.7,42.7,29.5,66.772,77.523,80.37,1.618,7.814,70.5,67.0,0.975,1.039,9.854
2021,Quinnipiac,92.364,100.018,0.286,9.0,22.0,46.9,44.2,35.4,32.7,19.4,17.2,21.2,27.8,72.0,45.7,43.7,32.4,30.1,11.1,11.8,55.2,50.7,41.5,34.4,71.541,77.334,80.262,1.147,0.2,68.8,70.8,0.922,0.942,5.255
2021,Cal St. Fullerton,103.132,111.681,0.286,5.0,15.0,51.2,54.9,35.6,27.8,17.6,18.6,24.9,29.1,72.3,48.1,52.5,38.0,39.7,4.6,9.2,49.9,57.9,35.7,33.5,71.517,77.145,79.419,1.465,17.509,73.7,71.0,1.04,1.085,11.137
2021,Sacramento St.,102.438,111.198,0.28,6.0,18.0,50.6,55.6,31.5,32.0,14.9,18.8,24.5,28.0,66.0,48.0,56.0,37.7,36.6,6.2,5.5,45.0,50.8,30.5,34.4,64.746,76.765,78.721,2.441,1.018,67.8,74.4,1.038,1.099,12.095
2021,Canisius,98.67,107.117,0.28,7.0,13.0,47.0,50.5,31.6,31.6,16.8,20.2,26.6,26.8,71.5,48.8,50.3,29.7,34.1,8.9,9.8,51.4,44.1,41.6,31.1,70.48,77.109,80.333,1.789,2.477,71.0,72.0,0.984,0.995,6.215
2021,LIU,95.164,103.455,0.277,9.0,18.0,47.3,49.9,31.2,28.4,19.3,20.9,32.9,28.5,74.5,50.1,50.9,28.7,32.0,9.7,7.6,61.2,52.2,40.4,35.1,73.193,75.958,80.227,1.767,9.488,66.7,70.7,0.993,0.979,5.255
2021,Bucknell,100.287,109.238,0.272,5.0,12.0,52.0,49.6,36.3,29.2,17.3,15.7,19.8,28.3,73.1,53.6,47.5,33.0,36.0,8.1,9.1,46.3,55.1,39.1,32.4,71.572,77.748,80.466,1.561,2.628,76.2,76.7,1.025,1.058,8.149
2021,Jackson St.,88.274,96.204,0.271,12.0,18.0,44.6,43.8,42.1,41.2,21.6,22.0,29.1,26.6,70.4,41.9,43.1,34.0,30.3,8.4,8.2,47.4,45.2,29.3,28.4,68.577,76.291,78.127,2.444,5.262,68.0,68.9,0.919,0.88,9.824
2021,Little Rock,96.989,105.726,0.271,10.0,25.0,50.4,50.7,37.7,27.8,22.4,20.1,31.1,28.0,68.0,52.2,49.7,31.3,34.9,9.4,8.5,55.2,54.3,33.5,39.4,66.993,78.306,81.539,1.984,4.88,71.0,72.7,0.996,1.01,8.434
2021,Idaho St.,92.615,101.141,0.266,8.0,19.0,47.2,48.0,38.7,35.6,23.5,18.1,30.8,26.3,65.1,48.3,45.1,30.2,36.5,8.4,6.7,46.6,47.0,38.6,29.7,64.357,76.761,79.018,1.887,0.2,69.3,69.8,0.939,0.98,10.625
2021,Coppin St.,92.072,100.916,0.258,9.0,22.0,48.6,47.9,43.8,27.0,20.0,20.4,18.5,32.5,79.4,51.6,49.1,30.3,30.8,8.0,9.5,54.1,48.8,49.5,40.7,76.874,77.275,79.744,1.739,0.2,62.2,73.2,0.917,0.997,12.761
2021,IUPUI,96.72,106.133,0.256,8.0,18.0,49.0,52.7,30.5,35.1,19.1,19.0,25.4,25.3,72.7,47.3,56.5,34.4,30.5,5.9,5.8,52.9,47.1,38.9,34.7,71.641,74.756,77.108,2.086,0.2,71.8,73.4,0.979,1.042,7.292
2021,Merrimack,92.942,101.998,0.256,9.0,18.0,51.4,48.0,31.0,33.0,19.9,21.8,20.8,31.6,68.0,54.1,46.1,31.7,34.4,10.1,7.2,49.8,57.9,41.2,33.5,65.967,75.646,78.645,1.432,0.2,66.3,70.5,0.968,0.974,4.956
2021,Eastern Michigan,99.197,109.031,0.252,3.0,15.0,46.7,58.7,26.9,28.2,17.1,19.1,24.2,31.6,69.9,47.2,58.5,30.6,39.2,6.0,6.3,44.7,64.2,37.8,43.0,67.904,76.629,79.217,2.413,0.371,74.2,67.9,0.964,1.15,18.063
2021,Fairleigh Dickinson,101.438,111.5,0.252,9.0,24.0,51.8,53.0,31.1,33.9,19.5,19.3,28.8,33.2,71.9,49.3,54.8,37.5,33.5,10.4,8.7,44.5,58.4,36.1,38.5,70.774,75.43,78.403,1.532,0.2,71.2,69.1,1.033,1.084,8.584
2021,New Mexico,93.606,103.142,0.247,4.0,20.0,43.9,53.1,32.9,35.7,21.6,19.7,32.0,29.7,68.3,45.5,53.6,26.8,34.9,11.2,7.2,52.2,57.8,30.1,40.9,67.353,77.851,80.003,1.453,8.713,60.4,68.3,0.898,1.052,17.059
2021,Purdue Fort Wayne,100.594,110.87,0.246,8.0,23.0,58.2,52.5,30.2,30.4,23.7,17.0,26.2,30.8,69.5,57.0,53.9,40.0,33.6,7.5,7.2,52.0,50.0,40.5,39.3,69.423,77.644,80.234,2.037,0.2,68.9,74.7,1.042,1.091,6.655
2021,Southern Miss,92.156,101.596,0.246,6.0,23.0,47.3,50.3,28.7,29.5,20.7,18.8,23.8,23.5,68.2,47.3,50.1,31.5,33.7,6.9,5.6,50.4,53.8,30.0,44.9,67.055,77.66,79.932,1.729,0.2,69.0,70.0,0.92,0.989,12.305
2021,Southeast Missouri St.,95.46,105.356,0.243,11.0,27.0,49.9,51.9,40.5,38.9,21.7,19.7,27.6,23.6,68.9,48.0,50.6,35.2,36.2,6.7,10.2,59.4,54.8,39.6,35.7,68.354,76.281,78.68,1.768,8.401,67.1,69.7,0.975,1.013,7.577
2021,High Point,96.408,106.448,0.242,9.0,24.0,45.8,52.4,38.3,34.1,18.6,20.1,32.0,28.2,67.4,46.7,51.7,29.0,35.4,12.5,10.6,51.8,58.2,29.2,45.0,66.133,76.322,80.231,1.21,0.2,68.7,68.0,0.984,1.031,8.946
2021,New Orleans,97.442,107.651,0.241,9.0,24.0,52.3,51.4,33.1,38.4,22.3,21.2,29.3,32.0,74.3,52.8,52.6,33.9,32.5,6.8,9.0,55.9,49.2,28.6,32.3,72.307,74.603,77.26,2.085,0.2,73.9,68.6,1.013,1.028,7.359
2021,North Dakota,97.816,108.221,0.238,9.0,26.0,49.4,53.2,34.6,30.4,18.7,16.9,23.5,26.6,68.9,48.7,51.1,33.7,38.4,5.3,9.9,49.1,46.7,38.8,31.9,67.298,77.29,80.329,1.529,0.214,69.8,76.4,0.983,1.083,11.864
2021,Fairfield,95.835,106.096,0.237,10.0,27.0,45.4,49.1,34.1,30.7,19.6,16.3,28.1,26.6,65.2,44.4,49.3,31.5,32.6,6.1,10.0,46.7,49.8,35.5,33.4,64.501,76.791,79.991,1.781,1.304,69.6,66.3,0.938,1.012,7.141
2021,Cal St. Northridge,100.448,111.397,0.233,8.0,21.0,48.4,54.3,31.7,32.4,16.7,18.7,24.3,28.9,70.5,47.2,54.2,33.5,36.4,5.6,6.7,50.9,54.8,37.7,39.7,70.24,76.608,79.518,1.153,10.566,72.6,77.0,1.0,1.095,10.858
2021,Louisiana Monroe,94.015,104.4,0.231,7.0,26.0,48.2,50.4,25.1,34.0,19.1,21.3,22.9,32.0,67.6,46.5,47.9,34.0,36.5,8.1,8.5,58.3,52.4,39.0,36.5,67.003,76.314,80.857,1.911,0.2,70.3,71.7,0.945,1.015,7.468
2021,Middle Tennessee,93.315,103.741,0.228,4.0,22.0,45.4,53.0,24.9,28.8,21.7,19.8,24.9,26.0,69.6,43.1,55.5,32.5,32.0,6.0,9.5,44.3,49.0,39.9,33.3,69.239,76.839,79.104,1.921,15.496,67.6,70.9,0.881,1.025,13.621
2021,FIU,96.994,107.957,0.226,5.0,22.0,50.5,53.9,24.0,34.7,20.9,21.5,25.8,33.6,71.6,51.9,53.2,32.7,36.9,9.5,9.5,52.0,45.7,49.1,31.3,70.323,74.403,78.223,1.919,2.205,67.5,73.7,0.966,1.075,10.364
2021,New Hampshire,95.989,106.838,0.226,9.0,18.0,45.3,49.5,32.8,39.2,16.3,17.9,27.3,22.0,67.3,44.0,48.6,31.8,34.1,8.2,9.6,47.5,42.3,36.6,35.7,66.132,76.948,78.947,1.468,0.2,67.7,71.7,0.971,0.993,4.861
2021,Western Illinois,97.413,108.719,0.221,6.0,21.0,45.8,54.4,36.5,38.8,17.3,16.1,27.9,23.1,73.7,44.6,51.8,31.8,39.5,7.4,10.9,40.9,51.0,36.6,34.3,71.517,77.257,80.169,2.043,6.68,71.7,72.7,0.985,1.092,12.772
2021,Manhattan,92.474,103.45,0.216,7.0,20.0,42.6,47.9,35.5,46.8,20.7,22.4,31.9,29.6,67.5,44.4,47.1,26.4,33.0,10.6,11.2,53.5,55.5,37.3,33.0,66.819,76.707,79.1,1.997,17.053,66.6,70.6,0.911,0.966,6.138
2021,Central Michigan,99.484,111.321,0.215,5.0,20.0,48.7,54.0,36.2,27.5,17.9,18.2,26.6,32.2,73.8,48.8,53.6,32.2,36.4,7.9,9.7,38.0,51.8,31.8,39.8,72.11,77.203,79.514,2.044,0.488,67.8,76.8,0.999,1.109,12.364
2021,Rider,100.057,112.083,0.213,6.0,23.0,48.3,53.3,29.0,36.0,18.3,17.2,26.2,26.7,68.6,46.2,53.6,35.3,35.3,6.0,8.0,50.4,53.6,31.2,40.1,67.74,76.075,79.346,1.643,3.608,73.3,67.5,0.978,1.072,9.019
2021,North Alabama,95.297,106.785,0.213,9.0,20.0,48.2,51.3,28.3,35.7,20.3,18.6,26.1,24.2,70.1,47.3,49.8,33.0,35.6,9.1,8.4,42.8,46.7,38.8,43.1,69.998,75.978,78.535,1.786,0.2,75.7,69.4,0.965,1.018,9.229
2021,William & Mary,94.701,106.175,0.212,7.0,17.0,46.1,51.0,32.0,23.6,20.2,16.9,28.6,31.8,67.2,47.9,52.1,28.7,32.6,8.4,14.9,47.2,52.7,36.1,34.7,67.959,77.329,79.708,1.167,0.2,74.9,72.7,0.957,1.063,12.452
2021,UT Rio Grande Valley,90.633,102.017,0.204,5.0,15.0,43.0,48.1,37.7,43.5,19.0,24.1,30.0,34.1,71.8,44.7,48.5,26.7,31.6,10.1,8.5,56.6,61.3,37.1,31.8,70.28,76.025,79.306,2.164,3.643,63.0,70.3,0.914,0.976,11.057
2021,Illinois Chicago,93.267,104.99,0.204,9.0,22.0,49.7,48.0,22.8,33.8,18.9,14.2,23.7,27.6,69.5,50.2,49.1,32.7,30.1,7.0,7.3,53.2,44.5,41.8,26.7,68.34,77.568,80.035,2.346,5.901,65.9,68.7,0.962,1.028,8.386
2021,Troy,92.818,104.497,0.204,8.0,25.0,44.4,51.3,33.1,30.5,21.4,18.0,28.3,26.4,69.5,46.0,49.1,28.1,36.5,8.1,11.9,50.6,53.7,39.7,39.2,68.125,76.596,79.367,1.414,0.591,70.4,67.3,0.911,1.025,11.528
2021,Towson,99.055,111.554,0.203,4.0,18.0,45.4,52.6,33.4,29.3,18.4,16.0,34.1,30.4,66.9,46.2,49.3,28.9,38.3,7.9,7.9,39.2,48.5,29.5,40.9,65.641,76.83,79.653,1.572,9.199,72.7,72.2,0.995,1.106,12.129
2021,North Florida,100.599,113.329,0.203,7.0,21.0,52.7,50.3,25.4,31.8,21.5,16.2,25.8,35.9,68.1,51.2,50.1,36.2,33.9,7.5,10.3,51.1,55.6,48.0,30.1,66.982,77.389,80.197,1.175,0.2,72.2,73.2,1.005,1.106,13.621
2021,Lamar,93.848,105.795,0.201,10.0,28.0,46.0,52.3,30.8,27.4,20.1,20.0,26.4,28.7,69.8,45.7,49.1,31.2,38.7,11.1,7.9,49.6,56.2,27.7,35.5,67.955,75.777,79.798,1.712,0.2,73.4,67.8,0.935,1.028,10.755
2021,Robert Morris,98.708,111.409,0.199,3.0,18.0,50.5,54.6,26.1,34.6,19.0,18.7,29.5,33.5,68.4,48.3,52.4,36.5,38.9,7.5,6.8,57.9,53.5,34.1,37.4,66.808,75.431,78.936,1.729,1.437,65.5,72.0,1.014,1.122,10.637
2021,Sacred Heart,99.796,112.681,0.198,9.0,18.0,48.0,50.7,33.6,27.6,18.7,15.3,29.6,31.8,68.0,47.1,51.3,32.9,32.9,5.1,12.1,55.9,46.0,41.5,33.2,66.259,75.425,78.113,1.147,0.2,74.1,69.9,1.013,1.082,7.673
2021,Florida Gulf Coast,92.572,104.601,0.197,8.0,16.0,47.7,48.7,24.0,26.7,20.3,18.8,28.6,29.6,71.3,51.0,49.5,28.9,31.5,11.1,11.1,48.4,46.2,44.0,37.8,70.747,76.779,79.298,1.621,4.377,65.5,69.6,0.954,0.989,5.669
2021,Binghamton,97.586,110.482,0.194,4.0,18.0,48.9,51.5,23.2,31.3,20.6,16.4,29.2,27.7,66.1,48.3,49.5,33.1,36.7,8.3,7.9,46.3,46.6,45.4,36.0,66.034,76.802,78.861,1.218,0.2,67.2,71.7,0.97,1.072,6.673
2021,North Carolina A&T,93.065,105.376,0.193,9.0,19.0,45.4,52.0,35.8,31.2,18.6,24.0,27.6,36.1,73.2,45.4,50.5,30.4,36.3,6.5,10.5,52.3,59.7,33.3,37.8,71.389,76.039,79.709,2.167,8.51,66.2,68.1,0.939,1.023,12.152
2021,Air Force,95.77,108.808,0.187,5.0,25.0,52.1,57.4,30.9,32.8,22.6,21.8,15.3,35.4,63.9,54.1,59.1,33.0,36.6,8.0,8.2,59.0,56.3,45.0,40.5,62.87,76.795,79.043,1.884,0.2,69.3,68.8,0.919,1.125,18.384
2021,Saint Francis,94.81,107.756,0.187,6.0,22.0,47.9,51.5,33.7,29.4,20.2,18.6,28.8,28.6,69.7,48.6,54.3,30.9,31.3,5.9,9.4,52.3,49.7,33.0,38.5,68.593,77.003,79.777,1.306,0.2,71.4,71.8,0.977,1.041,9.719
2021,Nebraska Omaha,93.654,106.497,0.186,5.0,25.0,46.3,53.5,29.2,31.1,18.1,16.8,23.2,26.7,72.1,44.8,51.2,33.5,38.4,7.8,6.4,37.8,49.6,26.6,36.3,71.112,75.946,79.329,1.79,0.602,68.8,73.7,0.933,1.081,17.04
2021,Portland,98.417,111.921,0.186,3.0,18.0,46.3,58.9,33.9,23.3,19.0,17.9,17.8,30.8,72.7,43.6,60.6,33.8,37.6,7.3,13.7,52.3,60.9,38.2,40.4,71.067,75.953,79.237,1.979,0.2,79.1,75.0,0.921,1.162,25.037
2021,Eastern Illinois,95.516,108.626,0.186,9.0,27.0,49.3,51.9,25.7,31.0,20.0,18.7,28.8,29.6,70.1,49.7,50.3,32.4,36.3,8.8,7.6,50.9,55.4,35.4,37.3,68.859,76.667,79.492,2.454,0.2,65.7,72.8,0.977,1.054,11.347
2021,San Jose St.,96.998,110.406,0.184,3.0,19.0,44.7,52.6,30.0,27.6,17.8,14.5,20.0,35.1,71.7,42.9,55.3,31.6,32.2,6.4,11.1,42.5,51.4,39.5,39.1,72.141,77.691,80.023,1.592,8.73,65.6,72.0,0.892,1.151,22.699
2021,Southern,91.65,104.448,0.182,8.0,19.0,48.0,47.2,40.5,40.8,22.0,20.7,29.8,26.7,72.6,47.8,46.2,32.3,33.0,6.6,10.5,57.4,47.0,29.9,32.0,70.469,76.113,79.386,2.024,4.496,67.2,68.9,0.945,0.951,10.683
2021,Northwestern St.,96.905,110.505,0.181,10.0,28.0,48.9,53.5,30.1,35.1,19.5,18.0,26.2,31.7,73.6,47.3,55.8,34.7,32.8,7.3,7.6,48.0,55.6,33.6,34.4,71.017,74.936,78.93,2.019,0.2,67.5,69.1,0.976,1.091,16.336
2021,Jacksonville,92.722,105.759,0.18,9.0,22.0,48.8,51.4,34.3,27.8,20.0,20.8,24.7,30.5,68.3,49.9,52.0,31.4,33.7,6.7,8.0,44.4,51.0,39.4,39.3,67.946,76.524,79.249,1.534,10.267,66.9,70.0,0.956,1.02,8.306
2021,Florida A&M,89.572,102.179,0.18,8.0,20.0,48.6,47.9,29.8,33.9,23.9,21.5,30.6,31.8,70.8,49.2,50.8,31.4,28.5,6.8,6.4,53.0,48.2,26.9,36.3,67.982,76.678,79.502,2.051,0.2,65.2,65.6,0.928,0.967,12.917
2021,NJIT,94.342,107.702,0.179,7.0,19.0,45.9,52.3,34.2,29.4,16.2,20.9,24.1,29.2,68.1,46.0,53.8,30.5,33.2,6.2,9.3,41.1,48.8,35.8,36.0,67.795,76.014,79.99,2.1,0.2,69.1,69.6,0.959,1.018,7.934
2021,Tennessee Tech,95.78,109.448,0.177,5.0,27.0,50.1,54.8,27.0,26.7,22.6,18.1,26.5,27.8,70.2,51.6,56.0,32.1,35.3,6.2,9.0,57.9,63.1,42.7,38.4,69.003,76.971,80.283,1.488,0.2,67.6,70.5,0.944,1.09,13.78
2021,Hampton,96.229,110.021,0.176,11.0,25.0,49.5,49.2,28.6,35.4,18.2,17.9,22.2,31.9,70.0,49.3,48.3,33.2,33.8,16.1,7.7,47.2,49.9,38.8,37.8,70.37,78.033,80.227,1.958,12.952,72.5,69.6,0.983,1.046,5.06
2021,Utah Tech,92.324,105.795,0.173,6.0,19.0,45.5,52.0,35.4,36.5,20.9,19.7,24.7,32.6,73.9,45.9,53.9,29.7,32.5,5.3,10.2,61.7,54.1,34.0,36.4,72.736,76.207,79.21,1.787,0.289,73.5,66.4,0.915,1.058,11.827
2021,Kennesaw St.,91.049,104.348,0.173,2.0,21.0,45.8,52.2,30.6,32.7,20.6,17.1,24.1,25.2,69.3,46.7,54.4,29.4,31.8,6.6,7.4,43.7,41.5,37.2,33.8,69.004,76.402,78.904,0.887,20.012,65.9,73.0,0.897,1.048,12.638
2021,Fordham,87.648,100.477,0.172,2.0,14.0,41.4,51.5,27.5,27.8,20.8,19.2,19.2,30.4,64.2,42.2,52.8,26.9,33.4,7.0,8.8,59.5,65.4,41.1,47.8,63.269,75.717,79.291,1.635,2.99,67.0,68.9,0.806,1.037,17.603
2021,Lehigh,92.772,106.466,0.17,4.0,15.0,47.1,53.2,27.9,32.8,18.2,16.9,24.9,23.7,71.3,47.0,52.3,31.6,36.6,5.6,7.3,49.2,51.5,25.6,34.5,69.488,77.527,80.236,1.335,10.255,70.1,74.3,0.95,1.065,6.777
2021,Grambling St.,92.789,106.607,0.168,11.0,23.0,47.8,46.7,41.8,38.0,21.6,21.0,26.2,31.8,71.7,46.9,43.9,33.3,34.2,8.4,11.5,59.4,61.5,28.9,37.8,69.759,77.281,79.84,2.243,0.495,66.7,67.1,0.934,0.959,9.751
2021,Cal Poly,91.07,104.805,0.166,3.0,23.0,44.5,50.6,29.5,36.5,20.3,18.2,22.0,29.9,67.9,42.9,49.1,31.5,35.7,8.8,9.7,55.5,51.9,37.1,32.9,66.614,76.741,79.515,1.492,3.636,72.0,71.4,0.876,1.054,13.544
2021,Northern Arizona,97.249,112.19,0.162,6.0,22.0,48.0,58.2,30.4,33.2,17.9,18.4,23.8,27.9,65.3,45.8,60.4,35.0,37.0,5.2,8.3,47.1,56.8,33.2,44.1,63.993,77.522,79.813,1.253,2.017,66.2,73.6,0.962,1.135,15.905
2021,USC Upstate,94.871,109.45,0.162,5.0,22.0,49.0,53.7,29.8,35.2,20.8,18.7,24.0,29.6,68.7,47.7,54.6,33.9,34.7,7.1,9.0,51.7,52.2,40.1,36.8,68.468,76.061,79.808,1.609,2.166,72.5,69.9,0.955,1.079,10.491
2021,Tennessee St.,92.109,106.289,0.162,3.0,22.0,47.0,50.9,32.7,44.5,20.9,22.1,24.8,30.6,72.3,49.1,50.9,28.8,34.0,9.0,11.2,46.4,52.2,35.3,36.7,70.776,76.599,80.148,1.757,2.697,67.9,70.6,0.923,1.017,8.169
2021,SIU Edwardsville,93.077,107.528,0.16,8.0,25.0,49.2,52.6,33.2,33.7,22.8,19.6,26.7,31.8,69.5,50.5,53.4,31.2,34.2,12.3,6.8,54.3,58.8,34.8,37.9,68.094,76.361,79.029,1.676,13.116,68.4,69.1,0.938,1.066,11.281
2021,Central Arkansas,97.883,113.771,0.151,4.0,23.0,49.3,53.9,32.4,28.8,23.9,15.4,28.9,28.5,73.8,46.8,51.7,36.0,38.2,6.7,9.0,53.4,57.3,34.0,38.2,71.259,77.923,79.709,1.982,4.591,71.3,73.6,0.948,1.122,20.139
2021,Charleston Southern,92.154,107.309,0.148,2.0,20.0,46.5,50.7,30.1,34.4,23.6,17.6,27.4,31.3,70.2,46.4,50.3,31.1,34.3,10.2,12.0,44.7,49.9,43.4,37.1,69.523,76.409,78.822,1.094,0.2,71.2,65.7,0.907,1.056,9.074
2021,Presbyterian,91.845,107.251,0.144,6.0,21.0,46.7,52.9,35.2,41.7,23.1,22.3,32.6,28.4,66.3,47.3,53.3,30.3,34.9,6.9,10.4,47.1,51.2,35.1,36.6,65.283,77.347,79.752,0.878,0.2,68.5,70.5,0.946,1.021,6.225
2021,Northern Illinois,94.803,111.128,0.139,3.0,19.0,44.4,54.7,23.9,33.8,20.2,16.8,32.6,31.3,67.4,42.8,52.0,32.4,39.0,10.1,7.1,44.7,58.7,28.1,41.4,65.507,76.629,79.866,1.844,0.714,61.5,73.5,0.918,1.141,16.848
2021,Incarnate Word,95.035,112.375,0.127,5.0,19.0,50.3,52.1,32.5,33.8,20.6,18.5,23.0,32.2,67.1,45.8,55.1,38.2,30.7,4.0,9.6,51.7,55.3,39.7,33.4,64.664,75.675,78.352,1.079,0.2,69.9,69.9,0.964,1.076,9.278
2021,Maine,86.569,102.78,0.122,2.0,9.0,45.1,48.7,27.2,30.9,25.0,20.8,23.8,30.5,65.3,43.4,50.2,31.5,30.9,13.5,7.6,62.8,51.4,44.9,39.1,65.251,76.184,80.472,1.03,0.2,56.9,70.2,0.814,0.989,10.012
2021,McNeese St.,95.816,113.788,0.122,4.0,18.0,53.1,54.7,30.7,30.7,23.0,17.7,27.0,28.1,71.4,51.7,52.5,37.2,39.0,5.8,10.7,59.9,55.3,36.6,37.1,68.196,76.057,79.46,2.362,10.666,71.0,68.3,0.997,1.094,5.573
2021,Denver,94.53,112.561,0.118,1.0,20.0,49.8,55.8,34.1,43.0,20.9,19.0,22.0,26.1,71.5,48.6,53.8,34.8,39.3,7.1,9.3,47.7,42.4,34.6,37.8,70.634,76.526,80.005,1.293,5.536,72.1,77.2,0.957,1.103,8.123
2021,Howard,96.152,114.636,0.117,1.0,4.0,51.1,53.5,37.1,27.1,18.5,12.6,20.4,31.2,73.1,50.4,55.9,34.6,33.9,13.8,8.8,64.6,65.0,45.4,46.1,70.544,77.624,81.9,1.317,3.697,68.2,69.9,0.998,1.159,9.752
2021,Central Connecticut,93.109,111.09,0.116,5.0,21.0,48.5,53.9,28.4,30.4,19.7,20.1,23.7,32.9,71.9,48.5,54.6,32.4,35.2,7.1,8.1,51.7,57.3,37.6,39.3,70.488,75.435,77.706,1.704,0.2,70.2,69.7,0.953,1.076,8.335
2021,Alcorn St.,91.835,109.848,0.113,6.0,19.0,44.4,55.4,34.0,50.1,20.4,22.1,30.1,30.5,71.1,44.0,57.7,30.1,34.6,5.0,10.8,40.7,58.0,34.0,39.0,69.271,75.203,78.465,2.117,0.2,72.6,67.8,0.929,1.063,15.585
2021,Texas A&M Corpus Chris,90.369,108.454,0.109,2.0,21.0,46.9,51.7,34.8,31.2,23.8,19.3,24.6,29.3,70.9,45.1,51.7,33.3,34.4,7.2,8.9,56.7,59.3,36.3,34.5,69.294,76.161,78.643,2.123,0.2,68.8,74.7,0.895,1.045,10.622
2021,Tennessee Martin,93.515,112.618,0.106,7.0,23.0,45.6,57.3,28.3,36.5,21.0,20.6,28.7,32.9,68.4,43.3,58.2,33.2,37.4,7.0,9.0,52.3,63.1,35.7,42.7,67.302,77.214,80.172,1.619,2.707,71.2,69.9,0.928,1.124,9.853
