Year,Team,Conf_x,AdjEM,AdjO,AdjD,AdjT,SOSEM,SOSO,SOSD,BPI(O),BPI(D),Conf_y,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,PASE
2020,Central Michigan,MAC,-4.40,102.0,106.4,73.6,+0.65,102.7,102.0,1.2,-2.6,MAC,14.0,18.0,78.3,76.7,1.63,-0.26,5.04,-8.43,-3.4,102.007,105.978,0.392,11.0,29.0,47.5,54.5,33.7,29.2,17.7,21.1,27.5,28.9,74.4,47.7,52.1,31.4,38.9,6.8,8.9,40.7,51.2,37.5,39.0,73.566,77.029,79.205,2.57,0.29,75.1,71.2,1.008,1.05,16.261,0.0641025641025641
2020,East Carolina,Amer,-4.42,99.6,104.0,70.6,+1.25,101.5,100.3,-1.8,-1.1,American,11.0,20.0,68.1,72.2,-4.1,1.82,0.37,-2.65,-2.27,99.181,103.253,0.386,11.0,31.0,46.7,50.1,36.8,40.2,19.2,18.7,27.2,26.4,70.7,49.0,49.7,28.1,33.7,9.0,8.3,57.2,56.4,32.8,42.8,70.525,77.852,79.968,0.992,12.188,72.2,66.9,0.956,1.014,17.331,-0.0128205128205128
2020,Gardner Webb,BSth,-4.48,102.2,106.7,66.2,-5.61,101.1,106.7,-0.5,-1.8,Big South,16.0,16.0,72.4,71.0,1.44,-5.83,-2.45,-3.11,-5.56,102.11,106.468,0.382,14.0,30.0,51.8,49.4,34.8,31.4,18.1,17.6,27.4,30.0,66.8,50.0,49.2,36.4,33.1,13.3,8.2,53.3,55.9,38.9,42.2,66.087,75.678,79.05,1.917,5.138,68.9,71.2,1.042,1.038,11.137,-0.0128205128205128
2020,Nebraska Omaha,Sum,-4.50,103.2,107.7,69.2,-0.24,104.0,104.3,0.0,-3.9,Summit,16.0,16.0,73.5,76.9,-3.41,-0.96,0.86,-5.94,-5.09,102.246,107.291,0.365,15.0,31.0,49.9,52.6,27.6,29.5,17.0,16.0,27.2,26.7,70.8,49.4,51.5,34.0,36.1,8.6,7.5,43.6,53.5,30.2,39.7,69.201,75.991,79.168,1.828,2.148,71.3,73.6,1.023,1.08,16.42,
2020,Illinois St.,MVC,-4.55,98.4,102.9,68.5,+1.91,103.6,101.7,-3.0,-0.9,MVC,10.0,21.0,66.1,70.0,-3.9,1.97,-2.71,0.02,-2.7,99.045,101.801,0.422,9.0,30.0,49.9,51.5,25.2,31.0,21.0,19.4,25.2,27.3,68.2,47.0,51.5,35.9,34.4,7.2,8.2,51.1,53.4,42.2,39.1,68.364,77.046,79.689,1.632,5.942,70.0,71.7,0.961,1.029,15.65,0.0064102564102564
2020,Iona,MAAC,-4.56,101.6,106.1,68.7,-5.10,98.4,103.5,0.4,-2.9,MAAC,12.0,17.0,70.0,70.9,-0.86,-5.37,-1.05,-5.18,-6.23,101.501,107.191,0.348,12.0,29.0,51.0,49.4,33.7,34.2,20.5,18.7,25.1,31.7,68.6,51.8,46.0,33.3,36.3,10.4,9.1,54.8,58.4,42.4,39.2,68.522,77.14,80.512,2.522,17.444,77.0,64.9,1.007,1.019,9.14,-0.1874999999999999
2020,Montana St.,BSky,-4.60,97.0,101.6,67.3,-1.39,102.4,103.8,-2.7,0.4,Big Sky,16.0,15.0,66.6,67.0,-0.32,-2.29,-6.21,1.21,-5.01,96.332,101.185,0.362,14.0,29.0,49.0,48.3,38.4,30.8,20.6,15.9,22.4,25.0,67.8,49.8,48.4,31.5,32.1,7.0,10.4,48.2,50.3,32.5,40.6,67.399,77.731,80.8,1.929,1.516,74.1,70.2,0.962,1.002,11.832,-0.1410256410256409
2020,Green Bay,Horz,-4.64,105.8,110.5,74.0,-2.95,100.9,103.8,2.4,-4.2,Horizon,17.0,16.0,81.6,80.1,1.55,-2.8,7.8,-12.6,-4.8,105.064,109.958,0.372,15.0,31.0,50.8,51.4,31.6,33.0,16.2,18.2,25.8,31.6,74.2,48.8,50.8,36.6,34.9,7.8,6.3,55.5,52.2,32.8,39.3,73.807,76.766,79.609,2.159,9.092,76.3,75.5,1.054,1.08,13.252,-0.1987179487179486
2020,Brown,Ivy,-4.69,96.4,101.1,69.4,-1.19,101.6,102.8,-4.1,1.5,Ivy,15.0,12.0,67.0,68.7,-1.67,-1.72,-4.29,-0.16,-4.45,96.497,99.839,0.403,14.0,26.0,44.9,49.7,32.4,29.3,21.2,19.7,32.8,26.4,69.9,44.5,49.4,30.4,33.5,11.5,11.7,47.6,49.1,38.1,36.9,69.313,76.408,78.882,1.879,0.588,73.8,72.1,0.952,0.991,14.31,-0.1025641025641025
2020,UC Davis,BW,-4.77,104.7,109.4,68.0,-2.55,100.7,103.2,1.1,-4.1,Big West,14.0,18.0,72.8,71.4,1.38,-2.63,0.25,-4.95,-4.7,103.766,109.885,0.341,12.0,30.0,52.3,54.1,31.8,35.9,18.8,19.7,22.9,27.8,67.8,48.5,55.0,39.1,35.0,5.2,8.7,49.2,58.3,37.3,38.2,67.911,75.442,78.416,1.522,1.404,78.5,71.8,1.033,1.064,10.88,0.9871794871794872
2020,Louisiana,SB,-4.89,101.3,106.2,71.8,-0.38,102.6,103.0,-1.4,-3.1,Sun Belt,14.0,19.0,73.2,76.2,-2.97,-0.67,1.96,-6.57,-4.6,100.782,106.598,0.344,13.0,32.0,48.0,51.6,34.9,32.8,19.0,18.7,28.6,29.8,72.4,47.9,52.0,32.1,33.9,8.1,8.5,46.4,50.3,41.1,36.8,71.691,76.256,80.02,1.504,10.332,74.3,73.8,0.998,1.052,13.202,-0.1139601139601139
2020,Merrimack,NEC,-4.89,93.9,98.8,63.2,-5.75,99.7,105.4,-5.6,3.0,NEC,20.0,11.0,62.8,60.2,2.65,-6.53,-12.04,5.12,-6.93,93.26,97.846,0.365,19.0,30.0,48.5,48.0,25.9,37.8,18.6,25.9,23.0,34.2,64.0,47.4,48.9,33.3,30.6,7.8,11.7,55.2,57.8,42.4,31.1,63.367,75.212,77.823,1.754,0.2,67.5,71.3,0.946,0.952,9.332,0.9871794871794872
2020,Lafayette,Pat,-4.91,100.6,105.5,66.9,-5.07,101.0,106.1,-0.4,-1.7,Patriot,19.0,12.0,70.1,68.8,1.32,-5.94,-4.52,-1.39,-5.91,99.852,105.441,0.348,18.0,30.0,52.1,48.9,23.8,22.1,17.8,14.3,23.4,27.2,67.5,53.4,49.8,33.6,31.6,10.9,6.1,58.8,43.8,43.4,35.8,66.813,77.049,80.61,1.851,1.02,73.6,68.1,1.026,1.025,9.191,-0.1025641025641025
2020,Miami OH,MAC,-4.99,102.0,107.0,67.1,-0.30,102.4,102.7,0.2,-2.7,MAC,13.0,19.0,70.9,71.1,-0.19,-0.57,-2.5,-1.67,-4.17,101.616,106.097,0.378,11.0,30.0,48.4,51.9,26.9,37.0,16.4,17.8,25.1,28.1,68.8,47.0,50.6,33.6,35.8,6.2,9.4,45.5,46.5,41.4,39.7,67.071,75.38,78.868,1.395,1.813,72.2,68.6,1.003,1.056,13.916,0.0256410256410256
2020,San Diego,WCC,-5.38,94.4,99.8,70.2,+4.48,105.4,101.0,-4.6,0.7,WCC,9.0,23.0,65.7,72.5,-6.81,4.35,-3.52,0.0,-3.52,93.944,98.808,0.359,8.0,31.0,45.9,50.1,31.4,31.9,20.2,17.9,24.8,27.6,70.8,45.9,51.1,30.6,31.9,8.3,9.1,50.1,47.0,34.4,31.6,70.386,77.288,79.723,1.558,2.922,67.6,71.4,0.904,1.014,22.491,-0.0277777777777777
2020,North Dakota,Sum,-5.49,102.2,107.7,68.9,+0.35,104.2,103.8,0.6,-3.5,Summit,15.0,18.0,74.8,74.8,0.09,-1.38,-0.73,-5.52,-6.24,101.756,108.403,0.326,12.0,30.0,50.6,52.4,36.7,29.8,19.0,15.1,24.8,25.5,70.2,51.9,50.9,32.4,37.3,5.3,8.7,47.7,44.3,40.7,30.9,68.654,77.592,80.372,1.659,7.634,75.9,74.6,1.017,1.086,15.078,-0.1025641025641025
2020,Youngstown St.,Horz,-5.59,103.0,108.5,66.4,-5.48,99.9,105.4,-0.3,-3.1,Horizon,18.0,15.0,72.8,71.2,1.52,-4.79,-2.46,-3.1,-5.56,102.73,108.909,0.338,16.0,31.0,47.4,50.1,30.0,30.9,17.8,16.5,35.6,29.5,68.0,47.8,49.4,31.2,34.3,6.4,8.7,46.8,49.0,37.5,33.7,66.419,76.303,78.712,1.895,0.2,69.6,69.8,1.035,1.046,10.473,
2020,Cal St. Northridge,BW,-5.86,107.4,113.3,70.3,-0.70,102.5,103.2,2.8,-6.9,Big West,15.0,17.0,76.1,79.0,-2.91,-0.97,3.68,-10.05,-6.37,107.399,113.531,0.346,13.0,30.0,51.6,54.7,30.4,29.0,16.3,17.3,25.2,32.0,70.9,49.4,52.4,37.3,38.7,8.3,8.1,50.7,54.5,33.9,40.8,70.294,75.448,79.373,1.147,14.336,72.6,72.1,1.053,1.129,13.683,-0.173076923076923
2020,UMKC,WAC,-6.09,97.5,103.6,64.9,-3.70,101.8,105.5,-2.2,0.2,WAC,16.0,14.0,69.8,65.9,3.93,-3.62,-6.62,0.55,-6.07,98.009,102.5,0.374,13.0,27.0,50.5,49.5,30.3,48.4,19.8,21.1,24.0,30.0,65.6,49.4,50.9,35.1,31.2,8.6,12.5,48.5,48.8,35.4,32.8,65.066,76.266,79.166,2.102,6.191,68.6,76.6,0.984,1.02,13.532,
2020,Lamar,Slnd,-6.16,96.3,102.5,69.6,-6.24,100.1,106.3,-4.4,-0.0,Southland,17.0,15.0,72.3,69.6,2.66,-6.45,-4.52,-2.73,-7.24,97.621,101.573,0.388,14.0,29.0,48.0,50.9,34.9,27.6,20.2,22.6,28.9,32.5,71.2,47.1,49.9,33.3,35.0,10.9,8.5,51.2,53.1,30.7,37.5,69.406,76.225,79.617,1.688,0.2,71.7,69.3,0.983,0.994,10.727,-0.0128205128205128
2020,Western Michigan,MAC,-6.35,99.4,105.7,67.4,+0.31,102.4,102.1,-1.7,-2.6,MAC,13.0,19.0,69.4,72.1,-2.69,-0.25,-2.69,-2.74,-5.42,98.815,105.633,0.317,11.0,30.0,48.2,50.1,35.4,31.7,18.8,16.2,24.8,29.3,68.4,47.3,49.8,33.1,33.8,6.1,9.0,46.8,46.7,37.7,37.1,67.247,75.772,79.58,1.293,0.2,71.5,68.9,0.977,1.052,15.371,-0.1367521367521367
2020,Eastern Illinois,OVC,-6.36,98.2,104.5,69.1,-8.64,99.0,107.7,-1.1,-0.5,OVC,17.0,15.0,74.3,69.2,5.09,-7.41,-2.55,-2.53,-5.08,98.387,103.309,0.363,15.0,30.0,50.5,49.1,29.4,33.9,17.4,21.4,28.2,28.9,70.4,50.3,46.9,33.8,35.8,11.2,7.4,49.4,50.5,32.5,32.4,69.082,75.461,77.461,2.259,0.2,65.6,73.9,1.022,0.989,10.145,-0.1025641025641025
2020,Oakland,Horz,-6.47,98.6,105.0,66.1,-3.24,101.4,104.6,-2.6,-1.6,Horizon,14.0,19.0,67.8,69.7,-1.88,-3.1,-5.69,-0.23,-5.92,99.125,104.685,0.348,13.0,32.0,48.1,49.3,37.4,26.2,19.9,17.7,28.5,30.3,67.2,50.6,49.5,29.4,32.8,8.8,8.4,57.3,57.1,38.2,42.7,65.982,77.324,80.148,1.459,0.2,69.1,67.2,0.981,1.022,12.595,0.1217948717948718
2020,Jacksonville,ASun,-6.52,96.0,102.5,66.6,-5.52,99.7,105.2,-4.2,-0.7,ASUN,14.0,18.0,66.8,66.7,0.19,-5.63,-6.75,0.25,-6.5,95.884,102.909,0.307,12.0,30.0,48.0,46.6,30.1,28.7,20.3,16.0,29.4,26.5,66.6,48.3,47.2,31.7,30.4,8.0,8.6,45.5,45.2,34.9,39.6,66.493,76.054,79.443,1.587,11.914,66.8,71.2,0.969,0.982,11.472,-0.6987179487179487
2020,Team,Conf,AdjEM,AdjO,AdjD,AdjT,AdjEM,OppO,OppD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,George Washington,A10,-6.54,99.2,105.8,66.6,+0.31,101.8,101.5,-2.1,-1.8,A-10,12.0,20.0,65.2,70.1,-4.91,0.92,-3.55,-0.44,-3.99,99.106,104.548,0.351,12.0,32.0,49.0,50.1,32.8,31.1,19.4,15.7,23.0,26.7,66.7,49.6,50.4,32.1,33.0,10.1,11.8,52.2,45.3,42.5,30.4,66.504,77.044,79.931,1.3,4.47,69.8,68.6,0.964,1.037,17.379,-0.150997150997151
2020,Bucknell,Pat,-6.68,96.2,102.9,69.5,-3.13,101.7,104.8,-3.2,-0.8,Patriot,14.0,20.0,67.6,71.0,-3.41,-4.32,-4.81,-2.92,-7.73,95.081,102.774,0.29,14.0,34.0,49.3,51.5,28.4,38.3,19.0,19.8,24.4,26.6,69.8,47.8,52.9,34.3,32.4,9.4,9.5,50.0,49.4,41.8,33.2,69.525,77.087,78.972,1.691,0.335,68.7,69.1,0.968,1.017,11.51,-0.0056089743589743
2020,Hartford,AE,-6.72,94.4,101.1,68.2,-6.45,99.2,105.7,,,,18.0,15.0,66.7,66.8,-0.06,-6.02,-7.06,0.26,-6.79,94.24,100.689,0.318,16.0,31.0,48.6,46.0,30.3,29.5,19.6,18.7,22.8,31.0,68.5,46.4,49.2,34.6,27.2,6.6,9.6,55.5,52.9,40.2,38.6,68.197,76.577,80.586,1.418,20.478,70.6,69.8,0.956,0.967,8.818,-0.0128205128205128
2020,Drexel,CAA,-6.76,100.0,106.7,67.3,-2.50,101.8,104.3,-1.7,-2.6,CAA,14.0,19.0,68.3,70.4,-2.09,-2.2,-3.08,-2.31,-5.38,99.866,106.065,0.333,13.0,32.0,50.5,50.1,28.8,29.6,21.4,16.0,29.8,26.5,67.7,49.0,51.1,35.3,31.9,6.6,9.4,58.1,45.1,37.0,30.3,67.464,76.925,79.632,1.447,7.914,70.7,75.7,0.997,1.044,12.41,-0.0192307692307691
2020,Fordham,A10,-6.79,89.1,95.9,64.8,-2.59,101.2,103.8,-7.9,3.8,A-10,9.0,22.0,58.6,61.7,-3.13,-0.45,-11.81,8.23,-3.58,89.085,94.785,0.329,9.0,31.0,45.0,47.2,27.0,33.1,18.9,21.0,21.4,26.3,65.2,43.1,48.8,31.8,30.3,9.2,8.4,54.3,61.5,41.7,47.1,64.485,76.108,79.778,1.406,3.219,66.2,68.3,0.888,0.936,14.94,-0.1538461538461538
2020,Wyoming,MWC,-6.79,94.1,100.9,66.7,+3.99,105.9,101.9,-6.2,-0.2,Mountain West,9.0,24.0,62.7,69.9,-7.21,4.82,-6.93,3.88,-3.05,94.018,99.986,0.33,8.0,32.0,48.0,50.1,30.5,36.8,18.6,18.9,14.2,28.6,67.4,48.3,50.4,31.8,33.1,6.1,9.0,52.3,50.2,46.4,41.9,66.303,77.683,79.588,1.394,6.831,73.0,69.5,0.911,1.026,19.585,0.1266025641025641
2020,Lipscomb,ASun,-6.86,101.2,108.0,68.7,-3.92,99.9,103.8,-0.6,-3.4,ASUN,16.0,16.0,70.5,70.7,-0.19,-4.45,-1.98,-5.1,-7.08,100.838,108.411,0.303,14.0,30.0,50.1,51.6,28.7,27.1,18.9,17.7,26.6,27.7,68.1,49.8,51.4,33.7,34.5,7.0,10.4,51.2,49.2,35.2,40.9,68.699,76.507,78.748,1.294,6.07,69.1,68.8,1.001,1.04,13.822,-0.1025641025641025
2020,New Hampshire,AE,-7.11,95.0,102.1,68.6,-5.88,99.1,105.0,-4.1,1.0,Am. East,15.0,15.0,69.0,66.3,2.7,-6.28,-5.57,-2.03,-7.6,94.222,102.105,0.284,13.0,28.0,46.8,47.2,25.8,39.1,18.4,16.3,28.2,21.4,69.5,44.8,47.0,33.0,31.6,5.4,8.7,52.4,39.9,42.4,37.7,68.63,76.876,77.985,1.73,0.2,66.7,68.9,0.957,0.976,9.602,
2020,UT Rio Grande Valley,WAC,-7.32,98.7,106.0,70.4,-3.20,101.5,104.7,-1.9,-2.1,WAC,14.0,16.0,73.0,71.4,1.53,-3.7,-1.42,-5.63,-7.05,98.769,106.445,0.297,10.0,26.0,46.8,53.1,35.1,44.2,18.0,23.5,27.6,30.0,70.5,46.1,51.1,32.4,37.8,10.3,5.5,54.4,59.3,29.8,36.0,70.321,76.767,79.433,1.801,4.427,73.1,72.8,0.985,1.032,14.501,
2020,Southern,SWAC,-7.57,97.2,104.8,66.8,-8.34,96.6,105.0,-3.3,-2.1,SWAC,17.0,15.0,69.8,67.1,2.72,-9.49,-7.41,-1.95,-9.36,97.02,102.518,0.347,15.0,30.0,47.9,48.7,34.5,48.8,20.3,19.7,31.6,25.3,68.5,48.3,49.1,31.3,31.8,6.8,8.5,52.9,42.8,29.9,31.7,66.587,75.784,79.843,1.814,0.2,67.6,68.4,0.977,0.975,10.031,0.0496794871794872
2020,Quinnipiac,MAAC,-7.65,100.7,108.3,68.9,-6.46,98.0,104.5,-0.5,-3.8,MAAC,15.0,15.0,69.6,70.7,-1.13,-6.53,-2.65,-5.01,-7.66,99.51,109.423,0.251,15.0,30.0,50.9,48.8,28.2,23.6,19.9,14.1,27.0,26.2,68.9,48.1,46.5,35.7,35.3,9.3,11.4,57.9,54.9,51.3,35.8,68.608,77.171,80.471,1.419,18.215,76.2,68.2,1.01,1.027,6.72,-0.1025641025641025
2020,Louisiana Monroe,SB,-7.68,96.1,103.7,64.9,+0.58,103.1,102.5,-4.5,-2.1,Sun Belt,9.0,20.0,63.1,67.4,-4.31,-0.16,-8.52,2.02,-6.5,96.418,103.028,0.318,7.0,27.0,47.7,48.3,32.2,34.0,20.5,16.8,25.6,30.5,66.1,46.3,48.8,33.7,31.7,9.1,7.7,53.2,53.2,34.8,37.5,64.845,77.451,81.323,2.208,0.2,67.7,71.4,0.938,1.034,15.146,-0.1495726495726495
2020,Utah Valley,WAC,-7.74,96.5,104.2,70.4,-3.73,100.9,104.7,-4.2,-1.7,WAC,11.0,19.0,70.2,71.0,-0.87,-4.18,-3.2,-4.27,-7.47,96.107,104.161,0.284,8.0,27.0,49.2,47.8,34.1,34.5,19.8,17.0,23.7,27.9,70.3,51.4,47.2,30.2,32.6,11.8,11.2,54.2,46.6,37.2,29.9,70.384,76.511,80.206,2.224,14.31,71.6,74.8,0.967,1.013,11.111,
2020,Norfolk St.,MEAC,-7.76,94.2,101.9,67.5,-9.57,97.0,106.6,-4.9,0.3,MEAC,16.0,15.0,70.5,64.9,5.61,-9.39,-8.36,0.6,-7.76,94.231,101.716,0.293,13.0,27.0,47.0,47.2,33.3,40.5,20.9,21.6,30.7,28.8,69.3,47.3,47.8,31.0,30.9,7.0,9.5,52.6,59.7,42.0,40.7,67.192,76.186,79.435,1.85,0.2,71.7,67.9,0.971,0.948,8.177,0.6239316239316239
2020,Navy,Pat,-7.90,98.1,106.0,62.5,-5.44,99.7,105.2,-3.3,-1.5,Patriot,14.0,16.0,63.6,64.1,-0.53,-5.74,-9.44,2.08,-7.36,98.121,106.432,0.282,13.0,29.0,46.1,50.7,32.0,30.1,18.8,18.1,33.8,25.9,62.3,47.5,50.4,29.3,34.0,5.4,12.7,49.0,56.4,39.0,41.1,62.163,76.114,79.222,1.374,0.2,69.2,68.1,0.992,1.017,9.552,0.3418803418803419
2020,UMBC,AE,-7.93,97.8,105.7,66.8,-4.23,99.7,104.0,-2.6,-2.0,Am. East,16.0,17.0,68.3,66.9,1.45,-4.43,-6.49,-1.59,-8.08,97.559,106.238,0.273,12.0,29.0,48.3,49.7,33.7,33.7,18.5,18.9,25.6,27.6,67.3,50.3,50.3,30.2,32.6,7.7,9.0,46.5,51.1,38.7,45.3,66.572,77.271,80.892,1.85,2.065,63.7,74.7,0.965,1.019,10.904,0.4423076923076923
2020,VMI,SC,-7.96,100.2,108.1,67.9,-2.27,102.2,104.5,-1.1,-2.2,Southern,9.0,24.0,72.1,71.1,1.03,-2.72,-2.01,-4.91,-6.92,99.773,107.155,0.306,6.0,30.0,50.4,50.8,21.8,39.4,18.5,17.5,26.8,28.5,68.7,48.6,52.3,34.8,32.3,6.9,9.9,62.6,54.3,50.6,39.9,67.874,75.894,78.722,1.309,0.2,70.5,73.3,1.007,1.067,12.601,
2020,Canisius,MAAC,-7.97,97.7,105.7,70.0,-4.41,99.1,103.5,-3.0,-1.5,MAAC,12.0,20.0,68.6,70.8,-2.16,-5.44,-3.15,-4.45,-7.6,97.326,106.589,0.26,12.0,32.0,48.4,51.8,30.2,35.7,20.4,21.9,29.1,29.3,70.3,50.1,51.6,30.2,34.8,7.1,7.4,56.1,47.3,34.3,36.0,69.964,76.119,80.342,1.636,0.2,69.6,70.5,0.976,1.007,8.141,-0.2435897435897435
2020,Tennessee St.,OVC,-8.15,96.4,104.6,69.3,-6.32,99.5,105.8,-2.5,-1.7,OVC,18.0,15.0,71.4,71.1,0.3,-5.45,-3.09,-3.61,-6.7,96.757,103.54,0.315,16.0,31.0,53.0,47.0,32.0,38.2,24.7,17.1,30.7,27.9,70.4,52.7,46.8,35.7,31.5,11.2,8.0,52.7,45.4,37.1,37.7,69.405,76.87,80.545,2.025,2.993,65.3,72.1,0.986,1.004,12.137,-0.1282051282051281
2020,Saint Joseph's,A10,-8.34,101.9,110.2,71.2,+5.48,105.0,99.5,-1.0,-4.6,A-10,6.0,26.0,69.0,79.5,-10.47,4.93,2.29,-7.83,-5.54,102.009,109.267,0.312,6.0,32.0,46.6,52.7,29.1,32.0,18.2,14.4,26.2,29.0,71.2,48.6,51.3,29.7,37.1,6.8,13.1,52.6,49.7,49.7,33.2,71.39,77.437,79.807,1.343,6.826,70.5,72.5,0.965,1.111,21.821,-0.141826923076923
2020,Purdue Fort Wayne,Sum,-8.43,95.4,103.8,67.9,-2.76,103.7,106.5,-4.5,-1.7,Summit,14.0,19.0,68.5,70.3,-1.79,-3.2,-6.6,-1.27,-7.87,95.244,103.534,0.277,11.0,30.0,49.4,53.5,24.5,29.5,20.3,18.1,28.4,23.8,68.9,50.7,54.0,31.9,35.2,8.2,9.4,50.5,54.1,44.3,41.4,67.898,77.486,79.936,1.726,4.295,67.4,71.1,0.977,1.044,12.099,
2020,Campbell,BSth,-8.50,96.8,105.3,65.6,-8.04,99.6,107.6,-2.9,-1.5,Big South,15.0,16.0,68.7,66.6,2.1,-8.1,-8.32,-0.19,-8.51,97.718,104.302,0.321,13.0,29.0,52.6,49.8,25.3,40.5,19.2,19.6,21.9,27.6,66.6,53.0,51.0,34.6,31.6,8.2,6.6,57.8,43.8,40.5,33.2,65.507,76.391,78.962,1.63,2.365,72.9,71.0,1.004,1.01,6.076,-0.0128205128205128
2020,Cal St. Fullerton,BW,-8.54,95.9,104.5,69.3,-1.83,101.5,103.3,-4.2,-1.3,Big West,11.0,20.0,68.6,71.4,-2.77,-1.38,-3.1,-3.69,-6.79,95.255,105.463,0.237,9.0,29.0,47.7,50.1,37.6,35.4,18.5,18.2,22.8,26.7,69.2,47.3,49.5,32.2,34.2,7.8,9.2,47.1,48.9,33.6,32.2,69.094,77.09,79.377,2.115,9.201,66.4,73.7,0.948,1.025,13.691,-0.1196581196581196
2020,Army,Pat,-8.63,98.8,107.4,69.5,-6.82,99.9,106.7,-2.6,-3.0,Patriot,15.0,15.0,70.9,72.0,-1.1,-6.68,-3.05,-6.04,-9.1,99.047,107.486,0.281,14.0,29.0,52.9,51.6,25.7,23.9,16.9,17.0,20.2,25.9,69.7,55.0,50.4,32.8,35.6,4.5,9.3,58.5,51.1,36.4,41.4,69.458,75.463,79.595,2.08,0.2,61.8,69.0,1.005,1.039,8.299,
2020,Grand Canyon,WAC,-8.68,103.4,112.1,68.0,-5.37,99.1,104.4,0.3,-5.9,WAC,13.0,17.0,70.5,73.0,-2.5,-4.05,-0.24,-6.08,-6.32,103.124,111.908,0.281,13.0,29.0,50.7,51.0,37.5,29.9,16.9,16.1,23.2,28.6,67.5,50.5,50.0,34.1,34.9,3.7,6.8,48.0,54.9,33.1,40.1,67.836,76.282,79.999,1.751,13.032,74.5,72.5,1.035,1.068,10.998,-0.2948717948717948
2020,Cal St. Bakersfield,WAC,-8.70,96.2,104.9,64.9,-3.58,101.9,105.4,-2.8,-1.4,WAC,12.0,19.0,68.0,67.6,0.39,-3.26,-7.37,0.26,-7.11,96.317,104.131,0.29,9.0,28.0,46.5,50.9,30.7,49.1,20.7,19.4,35.2,25.3,65.5,46.3,47.7,31.4,37.1,9.8,7.0,44.6,52.0,27.1,39.9,64.743,76.891,79.657,1.954,11.277,67.0,73.3,0.975,1.032,14.642,-0.1025641025641025
2020,LIU,NEC,-8.71,97.4,106.1,72.8,-6.28,100.1,106.4,-1.7,-3.3,NEC,15.0,18.0,75.9,76.8,-0.91,-6.16,0.82,-9.19,-8.38,97.377,106.422,0.265,14.0,32.0,51.4,50.0,33.4,28.5,19.0,18.7,21.6,31.2,73.3,51.4,50.3,34.2,33.1,8.2,11.0,52.7,51.4,45.4,36.0,72.663,75.5,80.025,2.134,13.153,71.3,71.5,1.0,1.029,10.575,-0.1196581196581196
2020,Loyola MD,Pat,-8.75,100.4,109.1,71.0,-6.87,99.9,106.7,-1.3,-4.1,Patriot,15.0,17.0,73.4,74.8,-1.44,-7.23,-0.58,-9.01,-9.59,100.011,109.522,0.26,14.0,31.0,52.7,50.9,42.5,32.4,19.1,17.8,25.7,29.8,71.2,55.2,52.1,32.3,32.6,7.8,9.0,59.3,56.0,36.9,39.9,70.764,76.288,79.549,1.486,10.686,63.8,72.7,1.023,1.056,8.948,-0.1025641025641025
2020,Manhattan,MAAC,-8.76,92.8,101.6,65.8,-5.62,98.6,104.3,-6.4,1.5,MAAC,13.0,18.0,62.1,64.2,-2.16,-6.26,-10.45,2.03,-8.42,92.065,102.804,0.219,13.0,31.0,45.7,47.5,34.1,46.0,20.9,22.3,30.1,30.1,66.2,45.3,45.4,30.9,34.5,11.5,9.1,58.0,57.1,39.8,33.1,65.62,76.752,79.643,1.554,0.2,62.1,68.3,0.93,0.962,7.997,0.0474358974358974
2020,Northwestern St.,Slnd,-8.87,98.3,107.1,72.4,-7.15,100.0,107.2,-4.5,-3.3,Southland,15.0,15.0,75.5,75.7,-0.17,-7.07,-1.21,-8.78,-10.0,98.505,106.135,0.298,12.0,27.0,49.7,48.1,33.9,37.2,21.6,17.8,30.7,32.5,74.1,47.9,45.4,35.2,35.5,9.9,7.3,47.6,55.0,36.8,34.9,72.135,75.273,79.289,1.382,0.2,72.9,71.1,1.001,1.04,9.923,0.55982905982906
2020,Milwaukee,Horz,-8.89,96.0,104.9,69.5,-5.12,100.6,105.7,-3.6,-2.3,Horizon,12.0,19.0,71.5,72.6,-1.16,-3.91,-2.42,-4.8,-7.22,96.084,104.435,0.277,10.0,29.0,46.8,50.8,30.4,43.8,18.8,20.8,29.2,29.6,70.3,46.4,49.6,31.7,35.3,8.2,8.9,48.5,50.3,39.4,35.4,69.38,77.045,79.966,1.904,13.806,70.9,72.0,0.979,1.025,11.559,0.3205128205128205
2020,North Carolina Central,MEAC,-9.00,94.2,103.2,66.6,-8.95,97.3,106.3,-5.1,-0.7,MEAC,18.0,13.0,69.7,66.0,3.77,-8.86,-8.74,-1.3,-10.04,93.956,104.336,0.231,15.0,28.0,50.5,48.5,35.8,33.7,22.6,22.8,28.5,32.9,68.5,52.9,50.1,30.9,30.7,7.3,8.8,52.1,51.6,36.5,38.7,66.199,75.37,78.617,2.045,11.177,65.4,70.0,0.963,0.98,11.183,-0.1538461538461538
