Year,Team,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
2020,Mississippi,15,17,69.0,68.5,0.47,6.9,1.93,5.44,7.37
2020,North Texas,20,11,71.1,63.3,7.77,1.66,0.53,6.79,7.32
2020,Akron,24,7,75.7,66.5,9.23,-0.4,4.76,2.39,7.15
2020,Louisiana Tech,22,8,74.5,63.7,10.83,-1.48,1.76,5.29,7.06
2020,Pittsburgh,16,17,65.2,65.7,-0.52,7.32,-0.84,7.64,6.8
2020,Furman,25,7,76.8,66.3,10.44,-1.55,3.58,3.22,6.79
2020,UNLV,17,15,72.1,70.1,2.03,4.76,4.47,2.32,6.79
2020,Duquesne,21,9,71.5,66.4,5.1,1.67,2.92,3.85,6.77
2020,Colorado St.,20,12,75.5,72.1,3.44,3.96,7.08,-0.38,6.7
2020,Wake Forest,13,18,73.4,74.9,-1.45,8.14,7.76,-1.06,6.69
2020,Miami FL,15,16,71.2,73.2,-2.03,8.66,6.15,0.47,6.63
2020,Yale,23,7,76.3,65.1,11.17,-1.51,4.05,2.58,6.63
2020,Temple,14,17,68.3,67.9,0.42,6.17,1.88,4.71,6.59
2020,Vermont,26,7,71.5,59.5,12.06,-4.84,-0.5,6.57,6.07
2020,UNC Greensboro,23,9,74.1,63.1,11.0,-1.48,0.36,5.56,5.92
2020,Northern Colorado,22,9,74.3,62.7,11.55,-2.8,1.51,4.21,5.72
2020,Loyola Chicago,21,11,68.7,62.7,5.97,0.54,-1.42,7.12,5.7
2020,Texas St.,21,11,73.1,64.3,8.78,-0.28,-0.16,5.58,5.42
2020,Northwestern,8,23,64.9,70.1,-5.16,10.51,1.19,4.15,5.35
2020,Bradley,23,11,71.7,65.9,5.82,0.33,2.11,3.21,5.33
2020,Liberty,30,4,68.6,53.8,14.76,-7.26,-5.52,10.67,5.15
2020,South Florida,14,17,62.7,62.7,-0.03,5.18,-4.02,9.16,5.15
2020,UCF,16,14,68.9,67.9,1.0,4.13,1.02,4.11,5.13
2020,Washington St.,16,16,69.8,69.7,0.19,4.94,3.14,1.99,5.13
2020,Texas A&M,16,14,63.1,65.2,-2.03,6.96,-4.23,9.16,4.93
2020,Belmont,26,7,79.6,67.9,11.7,-6.23,4.47,-0.17,4.3
2020,Western Kentucky,20,10,76.6,72.0,4.57,0.96,5.76,-1.56,4.2
2020,Ball St.,18,13,69.5,62.5,7.0,-1.65,-2.5,6.62,4.12
2020,New Mexico St.,25,6,71.4,59.7,11.68,-4.24,-2.61,6.72,4.11
2020,Stephen F. Austin,28,3,80.6,67.0,13.61,-6.89,3.54,0.5,4.04
2020,Pacific,23,10,69.7,64.5,5.21,0.19,-1.51,5.32,3.81
2020,UC Irvine,21,11,74.0,65.2,8.75,-2.18,0.39,3.34,3.73
2020,Kent St.,20,12,76.3,70.0,6.28,-0.72,4.59,-0.91,3.68
2020,Missouri St.,16,17,70.6,67.8,2.79,0.71,0.73,2.77,3.5
2020,New Mexico,19,14,76.7,75.2,1.45,2.63,6.11,-2.64,3.47
2020,Indiana St.,18,12,68.4,66.8,1.6,1.81,0.3,2.92,3.22
2020,California,14,18,63.2,69.1,-5.84,9.05,-2.43,5.63,3.2
2020,Vanderbilt,11,21,71.7,75.0,-3.25,6.41,4.55,-1.39,3.16
2020,St. Bonaventure,19,12,69.1,66.9,2.26,1.62,0.1,3.02,3.12
2020,Georgia St.,19,13,78.1,72.2,5.88,0.13,6.95,-3.86,3.09
2020,Harvard,21,8,72.9,66.5,6.41,-1.55,2.08,0.98,3.06
2020,Hofstra,26,8,76.4,68.4,7.94,-3.85,3.19,-0.14,3.06
2020,Pepperdine,16,16,76.3,77.1,-0.78,3.6,7.52,-4.7,2.82
2020,UT Arlington,14,18,70.6,68.4,2.19,2.13,-0.21,2.97,2.76
2020,Wright St.,25,7,80.6,70.8,9.88,-6.21,5.73,-3.27,2.46
2020,Nebraska,7,25,69.8,78.1,-8.25,10.66,6.39,-3.99,2.41
2020,South Dakota St.,22,10,77.9,70.5,7.41,-4.24,4.11,-1.81,2.29
2020,Little Rock,21,10,73.2,69.4,3.81,-1.07,2.17,0.1,2.27
2020,North Dakota St.,25,8,74.8,66.2,8.61,-3.94,-0.5,2.69,2.19
2020,Oral Roberts,17,14,80.2,73.1,7.1,-1.58,6.52,-4.36,2.16
2020,Fresno St.,11,19,69.2,68.9,0.23,3.39,-1.21,3.28,2.08
2020,Eastern Washington,23,8,80.9,72.9,8.06,-1.81,6.88,-4.87,2.01
2020,Murray St.,23,9,75.4,64.7,10.72,-6.08,0.45,1.53,1.99
2020,Santa Clara,20,13,75.7,71.7,4.03,0.63,3.37,-1.42,1.95
2020,Boston College,13,19,64.6,70.6,-6.03,7.86,-1.02,2.85,1.82
2020,Buffalo,20,12,78.6,75.8,2.84,0.06,7.38,-5.59,1.8
2020,Marshall,17,15,75.9,73.1,2.81,-0.05,5.35,-3.66,1.7
2020,Georgia Southern,20,13,75.6,70.7,4.91,-0.83,2.46,-0.78,1.69
2020,Colgate,25,9,76.1,68.1,8.03,-5.63,2.25,-0.78,1.47
2020,Northeastern,17,16,71.1,66.4,4.73,-3.28,-0.51,1.95,1.45
2020,Valparaiso,19,16,72.3,71.3,1.03,1.17,2.89,-1.46,1.44
2020,Toledo,17,15,74.6,70.1,4.44,-1.47,2.48,-1.28,1.2
2020,Winthrop,24,10,81.3,71.5,9.82,-6.53,5.56,-4.4,1.16
2020,Massachusetts,14,17,68.5,71.2,-2.68,3.79,1.2,-0.08,1.12
2020,Penn,16,11,73.7,70.6,3.15,-0.36,1.96,-0.89,1.07
2020,Tulane,12,18,68.3,70.9,-2.6,3.54,0.59,0.34,0.94
2020,FIU,19,13,76.7,72.5,4.25,-1.0,4.6,-3.71,0.9
2020,George Mason,17,15,67.1,67.8,-0.63,1.48,-1.95,2.8,0.86
2020,Ohio,17,15,71.4,68.5,2.94,0.17,-0.09,0.83,0.74
2020,Montana,18,13,70.8,68.5,2.35,-1.52,-0.34,0.93,0.59
2020,Charleston,17,14,70.2,68.0,2.16,-0.84,-1.23,1.75,0.53
2020,Bowling Green,21,10,74.5,72.9,1.65,0.2,3.23,-2.76,0.47
2020,Charlotte,16,13,66.3,64.7,1.55,-1.09,-5.03,5.49,0.46
2020,Drake,20,14,69.4,67.7,1.68,0.61,-1.18,1.61,0.43
2020,Chattanooga,20,13,73.0,68.5,4.52,-1.9,0.35,0.04,0.39
2020,Northern Kentucky,23,9,72.4,65.3,7.13,-4.65,-3.29,3.58,0.28
2020,Wofford,19,16,72.1,68.5,3.54,-1.5,-0.92,1.09,0.17
2020,Southern Utah,17,15,72.8,66.3,6.47,-2.47,-1.37,1.47,0.1
2020,Towson,19,13,70.6,66.4,4.16,-1.51,-1.4,1.5,0.09
2020,South Alabama,20,11,71.3,67.5,3.77,-1.03,-1.45,1.53,0.08
2020,Old Dominion,13,19,65.6,65.6,-0.03,0.06,-4.79,4.82,0.02
2020,Western Carolina,19,12,78.8,74.7,4.1,-1.55,6.47,-6.57,-0.1
2020,Southern Illinois,16,16,62.6,62.2,0.34,0.37,-7.4,7.22,-0.18
2020,La Salle,15,15,68.0,69.9,-1.93,1.71,-1.14,0.91,-0.23
2020,Air Force,12,20,73.1,74.6,-1.5,3.02,3.94,-4.31,-0.37
2020,North Florida,21,12,78.3,73.2,5.06,-3.25,6.31,-6.88,-0.57
2020,UC Santa Barbara,21,10,70.8,66.3,4.55,-4.06,-2.32,1.75,-0.57
2020,Princeton,14,13,71.5,69.1,2.41,-1.48,0.03,-0.78,-0.75
2020,Appalachian St.,18,15,68.4,67.3,1.03,-0.01,-3.48,2.67,-0.81
2020,Coastal Carolina,16,17,78.0,76.3,1.67,-0.31,5.78,-6.6,-0.83
2020,UAB,19,13,67.3,65.3,2.06,-1.64,-4.51,3.57,-0.94
2020,Austin Peay,21,12,76.3,71.5,4.85,-4.14,1.9,-2.88,-0.98
2020,UTEP,17,15,67.4,66.1,1.28,-0.45,-4.93,3.93,-1.0
2020,Loyola Marymount,11,21,64.3,67.8,-3.47,3.88,-6.67,5.58,-1.09
2020,Siena,20,10,72.2,67.7,4.53,-5.66,0.51,-1.64,-1.13
2020,Hawaii,17,13,68.6,67.2,1.37,-2.1,-2.67,1.4,-1.27
2020,Northern Illinois,18,13,66.8,64.5,2.35,-2.16,-6.25,4.92,-1.33
2020,Portland St.,18,14,78.7,75.4,3.31,-2.43,6.66,-8.15,-1.5
2020,Delaware,22,11,74.3,70.7,3.64,-3.84,1.33,-2.86,-1.53
2020,Florida Atlantic,17,15,71.1,69.4,1.66,-1.25,-1.4,-0.26,-1.66
2020,South Dakota,20,12,79.6,74.2,5.41,-3.84,4.32,-6.06,-1.74
2020,Boston University,21,13,70.9,66.7,4.15,-5.3,-2.44,0.57,-1.87
2020,Cal Baptist,21,10,79.5,70.0,9.52,-6.66,2.74,-4.73,-1.99
2020,St. Francis PA,22,10,77.7,71.8,5.84,-6.5,2.95,-5.0,-2.05
2020,Sacramento St.,16,14,63.2,59.7,3.47,-2.76,-9.66,7.58,-2.08
2020,East Carolina,11,20,68.1,72.2,-4.1,1.82,0.37,-2.65,-2.27
2020,Stony Brook,20,13,69.2,65.8,3.36,-4.41,-2.44,0.04,-2.41
2020,William & Mary,21,11,71.5,69.0,2.5,-3.1,-1.07,-1.38,-2.46
2020,Radford,21,11,71.9,66.1,5.84,-5.71,-3.29,0.62,-2.67
2020,Illinois St.,10,21,66.1,70.0,-3.9,1.97,-2.71,0.02,-2.7
2020,Abilene Christian,20,11,75.9,65.3,10.58,-6.87,-2.98,0.12,-2.87
2020,Arkansas St.,16,16,70.7,71.9,-1.22,-0.72,-0.46,-2.46,-2.92
2020,Wyoming,9,24,62.7,69.9,-7.21,4.82,-6.93,3.88,-3.05
2020,Rice,15,17,73.8,74.2,-0.38,-0.76,2.5,-5.6,-3.09
2020,Rider,18,12,71.7,69.3,2.4,-5.49,-0.19,-2.9,-3.09
2020,Eastern Michigan,16,16,64.9,64.1,0.88,0.95,-8.64,5.52,-3.12
2020,Mercer,17,15,71.7,70.3,1.44,-2.7,-2.55,-0.58,-3.13
2020,UTSA,13,19,76.9,77.0,-0.13,0.41,6.39,-9.56,-3.18
2020,Central Michigan,14,18,78.3,76.7,1.63,-0.26,5.04,-8.43,-3.4
2020,San Diego,9,23,65.7,72.5,-6.81,4.35,-3.52,0.0,-3.52
2020,Fordham,9,22,58.6,61.7,-3.13,-0.45,-11.81,8.23,-3.58
2020,UC Riverside,17,15,64.3,60.6,3.75,-4.18,-10.02,6.39,-3.63
2020,Saint Peter's,18,12,66.3,64.1,2.23,-5.9,-6.86,3.19,-3.67
2020,Illinois Chicago,18,17,68.9,68.8,0.14,-3.8,-4.03,0.28,-3.74
2020,Nicholls St.,21,10,77.0,69.2,7.87,-6.02,-2.96,-0.91,-3.87
2020,Seattle,14,15,75.1,72.8,2.31,-3.91,0.57,-4.52,-3.95
2020,George Washington,12,20,65.2,70.1,-4.91,0.92,-3.55,-0.44,-3.99
2020,Dartmouth,12,17,65.3,64.6,0.76,-3.2,-7.62,3.45,-4.17
2020,Miami OH,13,19,70.9,71.1,-0.19,-0.57,-2.5,-1.67,-4.17
2020,American,16,14,71.6,69.5,2.13,-6.5,-1.79,-2.57,-4.37
2020,Brown,15,12,67.0,68.7,-1.67,-1.72,-4.29,-0.16,-4.45
2020,Monmouth,18,13,71.3,70.6,0.68,-5.19,0.56,-5.07,-4.51
2020,Louisiana,14,19,73.2,76.2,-2.97,-0.67,1.96,-6.57,-4.6
2020,Northern Arizona,16,14,70.9,69.4,1.57,-2.4,-2.69,-1.96,-4.65
2020,UC Davis,14,18,72.8,71.4,1.38,-2.63,0.25,-4.95,-4.7
2020,Robert Morris,20,14,69.8,67.1,2.74,-6.33,-5.18,0.45,-4.73
2020,Sacred Heart,20,13,73.3,69.4,3.91,-7.4,-1.54,-3.21,-4.75
2020,Green Bay,17,16,81.6,80.1,1.55,-2.8,7.8,-12.6,-4.8
2020,Montana St.,16,15,66.6,67.0,-0.32,-2.29,-6.21,1.21,-5.01
2020,Eastern Illinois,17,15,74.3,69.2,5.09,-7.41,-2.55,-2.53,-5.08
2020,Nebraska Omaha,16,16,73.5,76.9,-3.41,-0.96,0.86,-5.94,-5.09
2020,Sam Houston St.,18,13,78.0,72.4,5.55,-6.5,0.69,-5.86,-5.17
2020,Drexel,14,19,68.3,70.4,-2.09,-2.2,-3.08,-2.31,-5.38
2020,Western Michigan,13,19,69.4,72.1,-2.69,-0.25,-2.69,-2.74,-5.42
2020,Saint Joseph's,6,26,69.0,79.5,-10.47,4.93,2.29,-7.83,-5.54
2020,Gardner Webb,16,16,72.4,71.0,1.44,-5.83,-2.45,-3.11,-5.56
2020,Youngstown St.,18,15,72.8,71.2,1.52,-4.79,-2.46,-3.1,-5.56
2020,Lafayette,19,12,70.1,68.8,1.32,-5.94,-4.52,-1.39,-5.91
2020,Oakland,14,19,67.8,69.7,-1.88,-3.1,-5.69,-0.23,-5.92
2020,UMKC,16,14,69.8,65.9,3.93,-3.62,-6.62,0.55,-6.07
2020,Iona,12,17,70.0,70.9,-0.86,-5.37,-1.05,-5.18,-6.23
2020,North Dakota,15,18,74.8,74.8,0.09,-1.38,-0.73,-5.52,-6.24
2020,Prairie View A&M,19,13,71.9,68.3,3.63,-8.36,-3.56,-2.7,-6.26
2020,Grand Canyon,13,17,70.5,73.0,-2.5,-4.05,-0.24,-6.08,-6.32
2020,Cal St. Northridge,15,17,76.1,79.0,-2.91,-0.97,3.68,-10.05,-6.37
2020,Jacksonville,14,18,66.8,66.7,0.19,-5.63,-6.75,0.25,-6.5
2020,Louisiana Monroe,9,20,63.1,67.4,-4.31,-0.16,-8.52,2.02,-6.5
2020,Portland,9,23,66.4,72.2,-5.72,1.97,-4.49,-2.05,-6.53
2020,Southern Miss,9,22,66.0,72.3,-6.29,2.35,-6.55,-0.1,-6.65
2020,Bryant,15,17,71.0,69.5,1.5,-6.67,-2.89,-3.81,-6.7
2020,Tennessee St.,18,15,71.4,71.1,0.3,-5.45,-3.09,-3.61,-6.7
2020,Cal St. Fullerton,11,20,68.6,71.4,-2.77,-1.38,-3.1,-3.69,-6.79
2020,Hartford,18,15,66.7,66.8,-0.06,-6.02,-7.06,0.26,-6.79
2020,VMI,9,24,72.1,71.1,1.03,-2.72,-2.01,-4.91,-6.92
2020,Merrimack,20,11,62.8,60.2,2.65,-6.53,-12.04,5.12,-6.93
2020,Evansville,9,23,67.2,74.0,-6.84,0.61,-3.11,-3.93,-7.04
2020,UT Rio Grande Valley,14,16,73.0,71.4,1.53,-3.7,-1.42,-5.63,-7.05
2020,Lipscomb,16,16,70.5,70.7,-0.19,-4.45,-1.98,-5.1,-7.08
2020,Cal St. Bakersfield,12,19,68.0,67.6,0.39,-3.26,-7.37,0.26,-7.11
2020,Milwaukee,12,19,71.5,72.6,-1.16,-3.91,-2.42,-4.8,-7.22
2020,Lamar,17,15,72.3,69.6,2.66,-6.45,-4.52,-2.73,-7.24
2020,Navy,14,16,63.6,64.1,-0.53,-5.74,-9.44,2.08,-7.36
2020,Utah Valley,11,19,70.2,71.0,-0.87,-4.18,-3.2,-4.27,-7.47
2020,San Jose St.,7,24,69.9,81.4,-11.48,5.15,0.88,-8.43,-7.55
2020,Canisius,12,20,68.6,70.8,-2.16,-5.44,-3.15,-4.45,-7.6
2020,New Hampshire,15,15,69.0,66.3,2.7,-6.28,-5.57,-2.03,-7.6
2020,Quinnipiac,15,15,69.6,70.7,-1.13,-6.53,-2.65,-5.01,-7.66
2020,Bucknell,14,20,67.6,71.0,-3.41,-4.32,-4.81,-2.92,-7.73
2020,Norfolk St.,16,15,70.5,64.9,5.61,-9.39,-8.36,0.6,-7.76
2020,Elon,13,21,68.7,71.7,-2.97,-2.03,-4.7,-3.11,-7.81
2020,Purdue Fort Wayne,14,19,68.5,70.3,-1.79,-3.2,-6.6,-1.27,-7.87
2020,UMBC,16,17,68.3,66.9,1.45,-4.43,-6.49,-1.59,-8.08
2020,UMass Lowell,13,19,74.6,76.0,-1.41,-5.35,2.93,-11.11,-8.19
2020,Jacksonville St.,13,19,71.7,69.3,2.38,-6.36,-5.67,-2.62,-8.29
2020,Weber St.,12,20,69.5,71.3,-1.72,-0.66,-4.67,-3.64,-8.32
2020,Cornell,7,20,67.3,70.8,-3.48,-1.85,-4.71,-3.67,-8.37
2020,LIU,15,18,75.9,76.8,-0.91,-6.16,0.82,-9.19,-8.38
2020,Middle Tennessee,8,23,70.7,75.2,-4.48,0.84,-1.93,-6.49,-8.41
2020,Manhattan,13,18,62.1,64.2,-2.16,-6.26,-10.45,2.03,-8.42
2020,Campbell,15,16,68.7,66.6,2.1,-8.1,-8.32,-0.19,-8.51
2020,Idaho St.,8,22,69.8,73.3,-3.5,-1.62,-2.47,-6.15,-8.62
2020,Long Beach St.,11,21,67.4,75.1,-7.72,1.08,-2.91,-5.82,-8.72
2020,Albany,14,18,66.5,68.4,-1.97,-5.91,-6.65,-2.14,-8.78
2020,North Alabama,13,17,68.7,69.7,-1.0,-5.82,-4.4,-4.6,-9.0
2020,Troy,9,22,68.7,73.4,-4.68,-1.32,-4.06,-4.95,-9.01
2020,Army,15,15,70.9,72.0,-1.1,-6.68,-3.05,-6.04,-9.1
2020,McNeese St.,15,17,79.4,74.7,4.69,-6.93,0.19,-9.3,-9.11
2020,Eastern Kentucky,16,17,74.7,75.4,-0.73,-4.46,-0.65,-8.52,-9.17
2020,James Madison,9,21,71.9,76.5,-4.63,-2.78,1.16,-10.39,-9.23
2020,UNC Wilmington,10,22,68.3,71.7,-3.38,-0.9,-7.04,-2.27,-9.31
2020,Southern,17,15,69.8,67.1,2.72,-9.49,-7.41,-1.95,-9.36
2020,Mount St. Mary's,11,21,64.2,66.6,-2.47,-6.47,-10.18,0.62,-9.56
2020,Loyola MD,15,17,73.4,74.8,-1.44,-7.23,-0.58,-9.01,-9.59
2020,Stetson,16,17,63.7,65.7,-1.94,-5.3,-9.69,0.07,-9.63
2020,Fairfield,12,20,58.0,62.9,-4.84,-4.81,-13.78,4.13,-9.65
2020,North Carolina A&T,17,15,72.2,72.0,0.19,-7.86,-3.58,-6.09,-9.66
2020,Detroit Mercy,8,23,70.2,78.1,-7.97,-1.9,-1.62,-8.25,-9.87
2020,Fairleigh Dickinson,11,19,72.2,74.5,-2.3,-5.87,-1.19,-8.76,-9.94
2020,Cal Poly,7,23,67.6,74.9,-7.37,-0.42,-3.9,-6.09,-10.0
2020,Northwestern St.,15,15,75.5,75.7,-0.17,-7.07,-1.21,-8.78,-10.0
2020,North Carolina Central,18,13,69.7,66.0,3.77,-8.86,-8.74,-1.3,-10.04
2020,Denver,7,24,68.9,76.1,-7.26,-1.99,-3.32,-6.74,-10.06
2020,NJIT,9,21,63.5,67.7,-4.2,-4.83,-8.31,-1.84,-10.14
2020,Bethune Cookman,16,14,74.6,72.2,2.4,-8.98,-1.82,-8.34,-10.16
2020,Columbia,6,24,66.3,72.7,-6.43,-2.5,-5.06,-5.14,-10.19
2020,Florida Gulf Coast,10,22,61.8,66.3,-4.47,-4.3,-10.27,0.01,-10.26
2020,UNC Asheville,15,16,75.0,74.8,0.26,-8.31,-0.86,-9.45,-10.31
2020,Texas Southern,16,16,73.0,76.0,-3.0,-6.05,0.08,-10.45,-10.37
2020,Texas A&M Corpus Chris,14,18,66.0,68.7,-2.72,-6.63,-10.51,-0.29,-10.8
2020,Jackson St.,15,17,67.3,67.4,-0.13,-8.61,-8.81,-2.1,-10.91
2020,Lehigh,11,21,68.3,73.1,-4.84,-3.9,-5.31,-5.62,-10.93
2020,Morehead St.,13,19,69.0,70.0,-1.0,-6.42,-6.79,-4.17,-10.96
2020,Niagara,12,20,65.7,72.4,-6.69,-4.33,-5.34,-5.68,-11.02
2020,Cleveland St.,11,21,64.2,71.8,-7.66,-2.45,-9.04,-2.12,-11.16
2020,Central Arkansas,10,21,74.7,82.4,-7.65,-2.7,1.28,-12.54,-11.26
2020,St. Francis NY,13,18,69.9,71.6,-1.68,-7.44,-5.23,-6.07,-11.3
2020,Maine,9,22,61.4,68.0,-6.61,-3.71,-10.13,-1.75,-11.88
2020,Hampton,15,19,77.5,79.2,-1.71,-5.8,2.61,-14.64,-12.02
2020,Idaho,8,24,65.2,72.8,-7.59,-2.1,-7.76,-4.31,-12.07
2020,Florida A&M,12,15,67.6,73.5,-5.93,-6.24,-5.99,-6.18,-12.17
2020,Marist,7,23,60.5,65.7,-5.13,-7.08,-12.22,0.0,-12.22
2020,Grambling St.,17,15,71.3,68.4,2.88,-9.79,-8.43,-3.96,-12.39
2020,Longwood,14,18,67.1,68.6,-1.47,-9.31,-8.54,-3.9,-12.45
2020,Morgan St.,15,16,70.4,70.9,-0.48,-9.18,-6.07,-6.76,-12.82
2020,Samford,10,23,74.2,82.2,-7.97,-1.13,0.59,-13.72,-13.13
2020,Charleston Southern,14,18,68.8,72.0,-3.16,-6.98,-8.08,-5.07,-13.14
2020,USC Upstate,13,20,69.3,74.5,-5.27,-6.06,-6.36,-7.22,-13.58
2020,Tennessee Tech,9,22,65.6,72.3,-6.71,-4.67,-9.5,-4.14,-13.64
2020,The Citadel,6,24,74.8,81.1,-6.3,-1.0,-0.12,-13.7,-13.82
2020,New Orleans,9,21,75.4,77.4,-2.03,-4.73,-3.25,-10.83,-14.08
2020,Tennessee Martin,9,20,75.7,82.1,-6.48,-4.3,1.32,-15.47,-14.15
2020,SIU Edwardsville,8,23,66.9,72.9,-6.06,-5.71,-7.83,-6.33,-14.16
2020,Western Illinois,5,21,74.4,81.8,-7.38,-3.03,-0.57,-13.71,-14.28
2020,Coppin St.,11,20,68.0,74.1,-6.1,-8.27,-5.87,-8.49,-14.36
2020,Southeast Missouri St.,7,24,66.3,74.4,-8.16,-5.29,-7.57,-7.0,-14.57
2020,Alcorn St.,15,15,75.0,73.2,1.83,-9.64,-4.16,-10.48,-14.64
2020,Wagner,8,21,68.3,76.2,-7.86,-5.57,-5.19,-9.59,-14.79
2020,IUPUI,7,25,70.5,80.1,-9.63,-3.39,-1.37,-13.52,-14.89
2020,Binghamton,10,19,69.4,76.6,-7.14,-4.62,-3.98,-11.04,-15.03
2020,Presbyterian,10,22,67.3,73.3,-5.97,-6.93,-7.45,-7.61,-15.06
2020,South Carolina St.,11,18,70.2,75.2,-4.93,-9.27,-6.35,-9.67,-16.01
2020,Southeastern Louisiana,8,23,69.6,78.4,-8.77,-5.72,-5.44,-10.67,-16.11
2020,Alabama St.,8,24,61.4,71.0,-9.63,-6.53,-11.82,-4.33,-16.15
2020,High Point,9,23,65.9,74.9,-8.94,-5.34,-9.24,-7.06,-16.31
2020,Houston Christian,4,25,80.1,93.9,-13.79,-3.62,7.01,-24.43,-17.41
2020,Holy Cross,3,29,65.8,79.3,-13.47,-4.26,-5.98,-12.09,-18.07
2020,Incarnate Word,9,22,66.1,73.9,-7.81,-6.85,-11.49,-7.08,-18.57
2020,Alabama A&M,8,22,61.5,71.5,-10.03,-8.85,-12.64,-6.24,-18.88
2020,Central Connecticut,4,27,63.2,77.3,-14.1,-4.63,-10.13,-10.2,-20.33
2020,Delaware St.,6,26,73.4,83.0,-9.53,-9.54,-1.78,-19.09,-20.87
2020,Arkansas Pine Bluff,4,26,53.8,68.3,-14.47,-6.41,-19.68,-1.97,-21.65
2020,Howard,4,29,69.9,81.3,-11.39,-7.98,-5.46,-16.42,-21.88
2020,Maryland Eastern Shore,5,27,57.5,71.2,-13.66,-6.45,-16.75,-5.28,-22.03
2020,Kennesaw St.,1,28,55.2,75.2,-19.97,-2.63,-15.58,-7.02,-22.6
2020,Chicago St.,4,25,61.4,81.8,-20.38,-2.85,-13.05,-15.15,-28.2
2020,Mississippi Valley St.,3,27,68.3,89.7,-21.4,-7.68,-5.4,-23.68,-29.08
2021,Gonzaga,31,1,91.0,69.7,21.28,5.92,23.21,3.99,27.2
2021,Baylor,28,2,82.9,65.5,17.43,7.4,15.41,9.42,24.83
2021,Illinois,24,7,80.5,68.6,11.9,11.34,15.08,8.17,23.25
2021,Michigan,23,5,75.8,65.1,10.75,11.25,9.74,12.25,22.0
2021,Houston,28,4,76.1,58.2,17.84,5.37,7.82,13.84,21.66
2021,Iowa,22,9,83.7,72.7,10.97,10.43,18.32,3.08,21.4
2021,USC,25,8,74.9,65.1,9.85,10.65,9.4,11.1,20.5
2021,Alabama,26,7,79.7,70.1,9.58,10.01,13.35,6.24,19.58
2021,Colorado,23,9,73.1,63.8,9.31,9.57,7.71,11.17,18.88
2021,Ohio St.,21,10,77.2,71.1,6.06,12.19,12.15,6.1,18.25
2021,Arkansas,25,7,81.4,70.8,10.63,7.18,12.42,5.38,17.8
2021,Villanova,18,7,74.8,66.5,8.28,9.19,7.91,9.56,17.47
2021,Wisconsin,18,13,69.9,64.6,5.29,11.93,4.38,12.83,17.22
2021,Florida St.,18,7,77.2,69.2,7.96,9.16,11.6,5.52,17.12
2021,Tennessee,18,9,71.9,63.5,8.41,8.46,4.46,12.41,16.87
2021,Texas Tech,18,11,72.5,63.2,9.31,7.28,5.08,11.51,16.59
2021,UCLA,22,10,73.4,68.4,4.97,11.34,8.06,8.24,16.3
2021,Creighton,22,9,76.0,68.2,7.74,8.54,9.71,6.57,16.28
2021,Oregon,21,7,72.3,66.0,6.28,9.65,8.61,7.54,16.15
2021,Connecticut,15,8,71.7,64.6,7.17,8.59,5.79,9.98,15.77
2021,LSU,19,10,81.8,75.2,6.55,9.14,15.24,0.46,15.7
2021,Purdue,18,10,71.0,66.7,4.32,11.23,6.15,9.4,15.55
2021,Texas,19,8,74.4,68.2,6.15,9.36,8.88,6.63,15.51
2021,West Virginia,19,10,77.3,72.0,5.31,10.05,11.72,3.64,15.36
2021,Kansas,21,9,73.0,67.0,6.03,10.26,6.16,9.13,15.29
2021,Virginia,18,7,68.2,60.5,7.68,7.59,0.18,15.09,15.27
2021,BYU,20,7,78.1,68.6,9.48,7.23,8.13,7.06,15.19
2021,Loyola Chicago,26,5,71.0,56.1,14.97,1.37,1.22,13.9,15.12
2021,Arizona,17,9,75.4,68.6,6.85,8.18,9.17,5.85,15.02
2021,North Carolina,18,11,75.2,69.9,5.28,9.52,9.25,5.55,14.79
2021,San Diego St.,23,5,73.6,61.2,12.46,2.99,3.74,10.63,14.36
2021,Rutgers,16,12,69.3,67.6,1.64,12.5,4.15,9.99,14.14
2021,Maryland,17,14,68.9,65.6,3.26,11.97,3.95,9.99,13.94
2021,Memphis,20,8,72.4,62.7,9.68,4.13,4.83,8.99,13.81
2021,Florida,15,10,74.2,70.3,3.88,9.82,6.86,6.84,13.7
2021,Colgate,14,2,85.2,69.6,15.56,-1.9,13.54,0.13,13.66
2021,Oklahoma St.,21,9,76.6,72.7,3.87,9.78,10.14,3.51,13.65
2021,Penn St.,11,14,72.6,73.0,-0.36,13.89,8.99,4.54,13.53
2021,Oklahoma,16,11,74.5,69.9,4.67,8.86,7.32,6.2,13.52
2021,St. Bonaventure,16,5,70.0,61.1,8.95,4.49,1.77,11.67,13.44
2021,Syracuse,18,10,74.8,70.1,4.68,8.59,8.59,4.68,13.27
2021,Duke,13,11,76.0,71.3,4.71,8.33,9.34,3.7,13.04
2021,Georgia Tech,17,9,74.9,70.0,4.88,7.91,8.79,4.0,12.79
2021,Indiana,12,15,69.7,69.4,0.33,12.45,5.01,7.77,12.79
2021,Virginia Tech,15,7,72.0,66.0,6.09,6.5,4.98,7.61,12.59
2021,Clemson,16,8,64.9,61.9,3.0,9.49,-0.71,13.21,12.49
2021,Missouri,16,10,73.4,71.9,1.5,10.87,7.12,5.25,12.37
2021,Utah,12,13,72.1,69.8,2.32,9.54,6.69,5.17,11.86
2021,Kentucky,9,16,70.4,70.2,0.28,11.49,4.5,7.27,11.77
